order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1483216,292572,Blue Ribbon Fried Chicken,Chinese,14.64192767521102,Weekend,Not given,26,29
1483217,84015,Shake Shack,American,20.788434750368133,Weekend,Not given,25,15
1483218,35475,RedFarm Broadway,Middle Eastern,21.6173380294594,Weekend,3,28,27
1483219,181825,Jack's Wife Freda,American,11.464281485154846,Weekend,5,26,24
1483220,244410,The Meatball Shop,Japanese,17.586253859587572,Weekend,5,31,19
1483221,345869,Shake Shack,Japanese,35.37665562033887,Weekend,4,23,26
1483222,84587,Blue Ribbon Fried Chicken,American,33.04709845816607,Weekend,5,23,29
1483223,41379,Mamoun's Falafel,Indian,14.424850105413832,Weekend,Not given,21,22
1483224,142651,Momoya,American,14.729353665968253,Weekend,Not given,20,24
1483225,39921,Bareburger,American,37.54434713145853,Weekday,4,22,28
1483226,198694,Melt Shop,Japanese,11.64735206501829,Weekday,3,26,20
1483227,369952,Blue Ribbon Fried Chicken,Japanese,18.48914636920665,Weekend,Not given,31,22
1483228,370337,Parm,American,17.78208479254807,Weekend,Not given,20,16
1483229,66363,Otto Enoteca Pizzeria,Japanese,24.930887895166407,Weekend,5,28,30
1483230,64194,Shake Shack,Japanese,18.92950393617312,Weekday,3,29,31
1483231,384911,Bareburger,American,24.314540661914396,Weekend,5,22,22
1483232,297644,Asuka Sushi,Chinese,30.44976032668045,Weekend,4,26,30
1483233,114015,Blue Ribbon Sushi,American,21.28417304991084,Weekday,4,32,27
1483234,53874,Blue Ribbon Sushi Izakaya,Japanese,18.65984128674633,Weekday,5,34,28
1483235,276192,Shake Shack,Japanese,16.87708111329067,Weekday,Not given,26,15
1483236,121905,Blue Ribbon Fried Chicken,American,32.248037257876696,Weekend,Not given,35,26
1483237,261344,Parm,American,14.66800120138048,Weekday,5,24,16
1483238,320993,Amma,Indian,14.79711120425528,Weekend,4,20,30
1483239,264677,Blue Ribbon Sushi,American,22.584913768854616,Weekday,4,27,16
1483240,105349,The Odeon,Thai,21.14343361044818,Weekend,5,21,17
1483241,277898,Lantern Thai Kitchen,Mexican,29.105664979823644,Weekend,3,35,30
1483242,112772,Five Leaves,Italian,23.326002364372616,Weekend,Not given,21,23
1483243,378482,Hiroko's Place,Japanese,25.7307043259992,Weekday,Not given,27,25
1483244,243189,Blue Ribbon Fried Chicken,American,18.63722240060616,Weekend,Not given,28,16
1483245,197802,Joe's Shanghai _Àü£¾÷´,American,16.91364909951048,Weekend,4,22,20
1483246,38582,Shake Shack,Chinese,11.60111055110622,Weekday,Not given,26,33
1483247,350680,Hampton Chutney Co.,American,16.56358660695699,Weekday,4,31,32
1483248,359728,Sushi of Gari,Japanese,30.60014396776732,Weekend,4,33,21
1483249,38116,Tamarind TriBeCa,American,20.993702982194076,Weekend,Not given,30,24
1483250,296597,Parm,Italian,9.365510522894605,Weekday,Not given,34,19
1483251,318951,Blue Ribbon Sushi,Korean,23.29145878333772,Weekend,3,33,16
1483252,95134,Blue Ribbon Sushi,Japanese,14.78153852729982,Weekend,5,34,24
1483253,54110,Benihana,Japanese,17.72492921514074,Weekday,5,23,22
1483254,58718,Tamarind TriBeCa,Italian,14.66654588976214,Weekday,Not given,27,33
1483255,369852,TAO,Italian,11.159397536581976,Weekend,4,22,23
1483256,129706,RedFarm Hudson,Japanese,10.064378128379024,Weekend,5,34,29
1483257,105108,Blue Ribbon Sushi Izakaya,Italian,16.409974722980028,Weekday,5,32,28
1483258,284299,RedFarm Hudson,American,8.908187103223952,Weekend,5,31,30
1483259,103543,RedFarm Broadway,American,13.721151871497552,Weekday,Not given,29,24
1483260,211740,Five Guys Burgers and Fries,Japanese,10.307486291921174,Weekend,5,25,29
1483261,260844,Sushi of Gari Tribeca,Japanese,10.81544741283668,Weekend,3,29,17
1483262,146254,The Meatball Shop,Italian,11.456655675476895,Weekend,Not given,34,22
1483263,46666,Han Dynasty,Indian,8.888390806740532,Weekday,Not given,30,29
1483264,367119,Friend of a Farmer,Italian,24.58016462216743,Weekend,5,24,16
1483265,83595,RedFarm Broadway,Middle Eastern,10.603230019980366,Weekend,Not given,25,16
1483266,102801,The Kati Roll Company,American,6.727383838400972,Weekend,Not given,27,24
1483267,1281,Sushi of Gari 46,Italian,18.259489873320817,Weekend,5,27,15
1483268,229989,Sushi of Gari 46,American,31.77419022403636,Weekend,4,26,24
1483269,243384,The Smile,Italian,19.79323195466253,Weekend,Not given,32,27
1483270,7030,RedFarm Hudson,American,10.07626754724378,Weekday,Not given,25,24
1483271,79715,The Meatball Shop,American,14.103893382103331,Weekday,Not given,29,15
1483272,134152,Otto Enoteca Pizzeria,Indian,5.233216480635214,Weekend,Not given,20,20
1483273,113860,Tortaria,American,13.88632196709999,Weekend,Not given,22,30
1483274,344579,Shake Shack,Mediterranean,15.573208208955498,Weekend,Not given,28,31
1483275,47410,Momoya,Italian,25.50660944707002,Weekend,Not given,29,26
1483276,52875,TAO,Chinese,28.87017844300295,Weekday,Not given,25,16
1483277,127622,Yama Japanese Restaurant,Mediterranean,20.20592803831302,Weekend,Not given,29,32
1483278,54651,Nobu Next Door,Chinese,32.28494787376057,Weekend,5,31,30
1483279,50659,The Meatball Shop,American,28.21356770324776,Weekend,4,21,33
1483280,377078,RedFarm Broadway,Japanese,8.156990076510427,Weekday,Not given,32,29
1483281,174407,TAO,Spanish,25.757735973553626,Weekend,5,30,29
1483282,141702,Sushi of Gari 46,Japanese,33.98504275009079,Weekday,5,29,31
1483283,91235,Han Dynasty,Italian,12.7117359972147,Weekend,Not given,35,33
1483284,96754,The Meatball Shop,Chinese,20.453071106921207,Weekend,4,31,30
1483285,302833,Bareburger,Middle Eastern,30.62805839533941,Weekend,Not given,27,18
1483286,60039,Blue Ribbon Sushi,American,14.533239503734166,Weekend,5,29,30
1483287,399584,Shake Shack,American,23.927163647632177,Weekend,4,33,29
1483288,351829,Sushi of Gari Tribeca,American,13.931738687802437,Weekend,Not given,22,18
1483289,169978,Shake Shack,American,20.58641148278595,Weekend,3,34,27
1483290,65849,Tamarind TriBeCa,Indian,14.447777963094143,Weekday,Not given,35,26
1483291,302325,Melt Shop,Japanese,31.508257683727283,Weekend,Not given,35,26
1483292,400229,ilili Restaurant,French,9.98995728933498,Weekend,5,22,16
1483293,184368,Vanessa's Dumpling House,Japanese,16.567229578535986,Weekday,5,21,16
1483294,389418,Blue Ribbon Brooklyn,Italian,8.431475212761223,Weekend,5,22,19
1483295,283331,The Meatball Shop,Japanese,11.794991851483823,Weekend,5,21,20
1483296,100565,Blue Ribbon Sushi,Italian,31.248409654569592,Weekend,Not given,30,24
1483297,78909,Sarabeth's Restaurant,American,15.374208299077209,Weekend,4,30,15
1483298,303290,Shake Shack,American,9.853780447341954,Weekend,Not given,23,26
1483299,367111,The Meatball Shop,Mexican,28.399788272798887,Weekend,5,20,21
1483300,144997,Shake Shack,American,27.03027537064464,Weekday,4,32,24
1483301,96847,Balade,Japanese,11.5425180482742,Weekend,Not given,29,32
1483302,86921,RedFarm Hudson,American,18.43013037631892,Weekend,Not given,28,24
1483303,94483,Westville Hudson,Korean,22.25455109550597,Weekend,5,32,30
1483304,117035,Yama Japanese Restaurant,Mexican,18.811469328893143,Weekend,3,24,26
1483305,72696,Blue Ribbon Sushi Izakaya,Korean,14.915634467193224,Weekend,Not given,27,27
1483306,126798,Blue Ribbon Fried Chicken,Korean,25.76874145093576,Weekday,Not given,31,19
1483307,369272,Blue Ribbon Sushi Izakaya,Southern,25.004982597342394,Weekend,4,28,19
1483308,114128,Cafe Habana,Middle Eastern,29.21761760699311,Weekend,5,34,26
1483309,60052,Lucky's Famous Burgers,Chinese,17.48234278424442,Weekend,Not given,30,29
1483310,106254,Balthazar Boulangerie,American,16.959682936173266,Weekend,Not given,31,22
1483311,122181,Tamarind TriBeCa,Indian,19.528438275064136,Weekend,Not given,27,28
1483312,35932,Westville Hudson,Italian,17.96793448738551,Weekday,5,31,24
1483313,59398,The Smile,Chinese,30.22091901339073,Weekday,4,29,22
1483314,87770,RedFarm Broadway,Japanese,13.723674376791068,Weekend,4,26,24
1483315,65194,Parm,American,36.65305773183166,Weekend,Not given,24,17
1483316,361263,Blue Ribbon Fried Chicken,Mexican,21.61395979597077,Weekend,Not given,28,22
1483317,367093,Shake Shack,American,10.560149044598507,Weekend,5,26,28
1483318,61932,Five Guys Burgers and Fries,American,36.619085516376494,Weekend,Not given,21,18
1483319,92001,Blue Ribbon Sushi,Italian,14.466374222678231,Weekend,4,23,19
1483320,68228,Blue Ribbon Sushi,Japanese,12.663612064358045,Weekend,4,24,15
1483321,148619,Nobu Next Door,Mexican,25.375133178631657,Weekday,3,20,33
1483322,361616,Sushi of Gari 46,Japanese,22.129209159153884,Weekend,5,22,25
1483323,148290,Shake Shack,Thai,17.418425270983107,Weekend,4,30,27
1483324,65052,Cafeteria,American,31.50054595920625,Weekday,4,30,26
1483325,318494,Benihana,Japanese,20.374532535912543,Weekend,Not given,21,20
1483326,107909,Shake Shack,Mediterranean,8.67545355622257,Weekend,5,24,16
1483327,58987,The Meatball Shop,American,16.451275579872814,Weekday,4,26,29
1483328,276162,Tamarind TriBeCa,American,12.81607489621466,Weekend,3,21,30
1483329,306119,Shake Shack,Italian,18.900784355711654,Weekend,Not given,34,15
1483330,152829,The Meatball Shop,American,16.712572873705497,Weekday,Not given,25,22
1483331,58175,Rubirosa,Japanese,11.751421636420195,Weekend,5,35,26
1483332,68197,Chipotle Mexican Grill $1.99 Delivery,Korean,15.725563155883446,Weekday,Not given,33,29
1483333,118819,Blue Ribbon Fried Chicken,Japanese,19.345290407529667,Weekend,Not given,28,28
1483334,231496,L'Express,Japanese,19.07872326700004,Weekday,5,22,23
1483335,378482,Shake Shack,American,11.584232181679669,Weekend,3,33,29
1483336,95644,Han Dynasty,Mediterranean,14.949882357260355,Weekend,3,21,18
1483337,370309,Sushi Samba,Italian,15.19071360269039,Weekend,5,20,26
1483338,78567,Hangawi,American,31.562560773124133,Weekday,5,23,18
1483339,231012,Bareburger,Mexican,31.93077460734794,Weekday,Not given,29,26
1483340,86133,TAO,American,8.959132983040746,Weekend,5,27,20
1483341,294246,Five Guys Burgers and Fries,American,20.48960285571696,Weekday,Not given,31,31
1483342,83330,Blue Ribbon Fried Chicken,American,28.530817704674515,Weekend,5,34,21
1483343,154309,The Meatball Shop,American,24.68975967492437,Weekday,3,26,19
1483344,130564,Dos Caminos,Thai,20.184060701553733,Weekend,5,21,27
1483345,125166,Blue Ribbon Sushi,Japanese,16.12522520230653,Weekday,5,34,29
1483346,365744,Shake Shack,American,11.615838961501552,Weekend,5,29,25
1483347,381520,Blue Ribbon Fried Chicken,Japanese,16.49993357184251,Weekend,5,24,15
1483348,300178,Jack's Wife Freda,American,23.40683438897931,Weekend,5,20,27
1483349,331186,Han Dynasty,Japanese,14.088079684990053,Weekend,Not given,35,19
1483350,366945,The Odeon,Japanese,23.917868803909823,Weekday,5,28,18
1483351,176203,Blue Ribbon Sushi,Japanese,20.91072507201424,Weekday,4,26,25
1483352,102590,Shake Shack,Japanese,23.374626474206384,Weekend,3,25,28
1483353,275689,Hummus Place,Japanese,11.003960724063592,Weekend,4,20,27
1483354,49738,Five Guys Burgers and Fries,Mexican,10.729891957332947,Weekend,4,26,29
1483355,370096,The Smile,Japanese,8.115770893990122,Weekend,Not given,28,15
1483356,388888,Sushi of Gari,Italian,34.150974066536,Weekday,Not given,34,32
1483357,81080,Sushi Samba,American,33.06517959459968,Weekday,Not given,24,29
1483358,302760,Lucky's Famous Burgers,Vietnamese,14.998115739009922,Weekend,Not given,33,21
1483359,405834,Chipotle Mexican Grill $1.99 Delivery,American,19.240663483957164,Weekend,Not given,28,16
1483360,397405,The Meatball Shop,Chinese,13.984192166409828,Weekend,3,26,29
1483361,56765,ilili Restaurant,Chinese,35.681537506098906,Weekend,Not given,32,18
1483362,82011,Rubirosa,Japanese,36.50284324571139,Weekend,5,26,26
1483363,109264,The Meatball Shop,American,35.72630990565494,Weekday,3,22,31
1483364,115201,Shake Shack,American,28.963309247617893,Weekend,Not given,22,29
1483365,60095,Tamarind TriBeCa,Italian,32.350328322219305,Weekend,Not given,23,20
1483366,372458,Tamarind TriBeCa,American,28.61671731475757,Weekend,3,27,32
1483367,65509,Shake Shack,Japanese,22.85981233278972,Weekend,5,21,32
1483368,372090,Cafe Mogador,American,31.4679481835406,Weekday,4,25,28
1483369,53332,Tamarind TriBeCa,Chinese,14.585651344554408,Weekend,5,33,32
1483370,40202,Shake Shack,Japanese,22.2841498146564,Weekday,3,28,16
1483371,263469,Shake Shack,American,35.50690238749778,Weekend,Not given,22,20
1483372,385023,Blue Ribbon Fried Chicken,American,20.03892606722933,Weekend,5,21,30
1483373,365439,Cafe Habana,Indian,34.96174088657202,Weekend,5,29,22
1483374,153992,Shake Shack,Chinese,19.27821587250777,Weekend,5,21,24
1483375,300046,Song Thai Restaurant & Bar,Mediterranean,10.410436605293238,Weekday,4,33,24
1483376,250994,Blue Ribbon Sushi Izakaya,American,14.898984415847329,Weekend,4,28,23
1483377,150027,Sushi Samba,Japanese,14.197230720324413,Weekday,Not given,28,32
1483378,41909,TAO,Chinese,32.43687735765696,Weekend,Not given,27,33
1483379,98735,Shake Shack,Indian,25.223740792328076,Weekend,5,22,15
1483380,374286,P.J. Clarke's,Thai,11.575360667710294,Weekday,3,23,19
1483381,348096,Blue Ribbon Fried Chicken,American,13.021312459399812,Weekend,Not given,31,26
1483382,107879,Sushi of Gari Tribeca,American,19.902093234825102,Weekend,Not given,29,15
1483383,72769,Westville Hudson,Korean,17.934067110590277,Weekend,Not given,20,30
1483384,371617,TAO,Middle Eastern,16.477153965822346,Weekend,Not given,25,19
1483385,144967,Sushi of Gari 46,American,16.507206554214317,Weekend,4,21,15
1483386,263426,Blue Ribbon Sushi Bar & Grill,American,21.304791066813827,Weekday,5,32,28
1483387,92139,Blue Ribbon Fried Chicken,Italian,8.918098552128882,Weekend,Not given,30,18
1483388,84502,Blue Ribbon Sushi,Japanese,18.54005543001905,Weekend,4,34,25
1483389,89889,Vanessa's Dumpling House,Japanese,20.470093718764808,Weekday,5,25,17
1483390,145497,Blue Ribbon Sushi,Japanese,34.83036126953883,Weekday,Not given,35,29
1483391,259841,ilili Restaurant,Vietnamese,16.61696908334663,Weekday,4,34,33
1483392,106983,Osteria Morini,Chinese,19.344940635484463,Weekend,Not given,33,21
1483393,121676,Cafeteria,Japanese,38.384748940193205,Weekend,5,28,28
1483394,115389,Shake Shack,Japanese,19.088360248176464,Weekend,5,29,32
1483395,64121,ilili Restaurant,Korean,34.9953578577309,Weekend,4,25,19
1483396,133722,Shake Shack,American,18.190684032291784,Weekday,3,20,22
1483397,209149,Shake Shack,Chinese,15.046981548086311,Weekend,Not given,27,18
1483398,83330,Shake Shack,Italian,32.156763965542474,Weekday,Not given,27,18
1483399,164174,The Kati Roll Company,American,17.2633259097022,Weekday,5,22,18
1483400,112315,P.J. Clarke's,Japanese,12.493335946401686,Weekend,Not given,22,25
1483401,94615,Coppola's East,American,28.78809008066836,Weekday,Not given,26,27
1483402,97346,Parm,Italian,32.51304395694056,Weekday,5,30,21
1483403,304557,Vanessa's Dumpling House,Mexican,20.44036330114788,Weekday,Not given,25,30
1483404,358158,Prosperity Dumpling,American,31.84562134259553,Weekend,Not given,24,21
1483405,186473,Blue Ribbon Fried Chicken,Japanese,9.536596861728832,Weekend,3,30,22
1483406,268958,Five Leaves,Chinese,27.340630625397527,Weekend,Not given,20,15
1483407,92139,Big Daddy's,American,26.18086165843791,Weekend,Not given,22,18
1483408,252342,Nobu Next Door,American,16.1056519185248,Weekend,5,23,30
1483409,211044,Shake Shack,American,14.7861771141637,Weekend,Not given,29,20
1483410,254913,Dirty Bird to Go,Japanese,32.4576562371523,Weekend,4,31,20
1483411,338569,RedFarm Broadway,Italian,16.87347370394687,Weekend,3,35,27
1483412,53259,RedFarm Hudson,Japanese,16.42114842328428,Weekend,4,28,28
1483413,91950,Jack's Wife Freda,Italian,12.003471563824744,Weekend,Not given,33,26
1483414,197235,Momoya,Middle Eastern,24.03748271293053,Weekend,4,33,16
1483415,105048,Shake Shack,Japanese,10.98076187791349,Weekend,3,22,21
1483416,47440,Shake Shack,Japanese,15.62039448320799,Weekend,Not given,32,23
1483417,87006,Big Daddy's,Italian,18.741496682583172,Weekday,3,33,18
1483418,85061,Nobu Next Door,American,34.45209311384168,Weekend,5,25,17
1483419,47250,Cafeteria,American,36.01198060933817,Weekend,Not given,20,15
1483420,58025,Han Dynasty,American,38.12449047653706,Weekend,Not given,23,16
1483421,141702,Shake Shack,American,35.71020276494459,Weekday,Not given,29,15
1483422,49534,Five Guys Burgers and Fries,American,8.738896051517445,Weekday,5,33,25
1483423,140471,Mission Cantina,American,17.34292046940761,Weekend,4,28,26
1483424,75984,Blue Ribbon Sushi,Italian,9.337288486935044,Weekday,5,30,23
1483425,55227,RedFarm Broadway,Italian,17.992523730483782,Weekend,4,21,25
1483426,85091,The Meatball Shop,Japanese,19.6029264275965,Weekend,4,35,26
1483427,142504,Shake Shack,Chinese,12.345359915241698,Weekend,Not given,27,29
1483428,75212,Blue Ribbon Fried Chicken,American,13.753803734984103,Weekday,5,34,25
1483429,41818,Blue Ribbon Sushi,Italian,12.95859504224154,Weekday,4,21,33
1483430,127649,Izakaya Ten,Japanese,14.625065286775357,Weekday,Not given,23,24
1483431,97122,Sushi of Gari,Indian,13.159052769929056,Weekend,Not given,21,18
1483432,75765,The Meatball Shop,Thai,36.330073877337945,Weekend,4,27,16
1483433,291193,Blue Ribbon Fried Chicken,Mexican,17.772072843682363,Weekday,4,35,24
1483434,398900,Shake Shack,American,34.8756366811462,Weekend,5,24,30
1483435,285774,Five Guys Burgers and Fries,American,15.013290346602496,Weekend,4,27,16
1483436,98306,Lucky's Famous Burgers,American,28.84460650163364,Weekend,5,23,24
1483437,96986,Parm,Japanese,18.58323792217355,Weekend,Not given,23,16
1483438,45439,Zero Otto Nove,American,16.809326230140687,Weekend,5,27,24
1483439,367561,Tarallucci e Vino Restaurant,American,19.49528419146334,Weekend,5,23,17
1483440,66061,RedFarm Hudson,American,17.89310607854434,Weekend,5,31,15
1483441,318451,Five Guys Burgers and Fries,Mexican,13.503353054259447,Weekend,4,34,21
1483442,82041,Sushi of Gari Tribeca,American,20.23529950916526,Weekend,5,27,29
1483443,47205,Blue Ribbon Sushi,Korean,12.257809258849491,Weekend,Not given,22,28
1483444,271025,Rohm Thai,Chinese,15.508448096037643,Weekend,5,32,18
1478445,52799,The Meatball Shop,Thai,10.64904495050601,Weekday,5,27,18
1478446,106446,The Smile,American,19.40274759293891,Weekday,5,29,26
1478447,78014,Parm,Italian,18.148827750885566,Weekday,4,34,24
1478448,220272,Blue Ribbon Sushi,Japanese,23.70554653050805,Weekend,Not given,33,27
1478449,47453,Blue Ribbon Fried Chicken,Japanese,23.016386097553543,Weekend,5,35,33
1478450,62882,Pinto Nouveau Thai Bistro,Italian,23.29447385738315,Weekday,4,35,24
1478451,66975,RedFarm Hudson,American,16.561127293834645,Weekend,4,30,20
1478452,398900,Jack's Wife Freda,Japanese,12.7826243413319,Weekend,4,24,15
1478453,87349,The Meatball Shop,American,29.99651990373838,Weekday,5,30,32
1478454,52299,The Meatball Shop,Japanese,34.3277426296127,Weekend,Not given,35,26
1478455,98349,Burger Joint,American,26.793643019595013,Weekend,3,32,29
1478456,276235,Asuka Sushi,American,36.30910861460166,Weekend,Not given,29,15
1478457,270875,The Meatball Shop,Chinese,12.983191388141817,Weekend,Not given,33,29
1478458,130896,Momoya,Japanese,21.704655154487185,Weekend,Not given,29,15
1478459,144967,RedFarm Broadway,American,21.98897043769913,Weekend,3,21,19
1478460,44706,Parm,Japanese,17.385826878315235,Weekend,4,34,17
1478461,127100,Sushi of Gari,American,21.00961920061301,Weekend,Not given,21,21
1478462,67690,S'MAC,Japanese,18.846627368414204,Weekend,5,30,28
1478463,96847,Blue Ribbon Fried Chicken,Japanese,19.721241217256264,Weekend,5,22,23
1478464,55630,The Meatball Shop,American,17.650375985574513,Weekday,3,33,31
1478465,165653,Room Service,Italian,19.401728026312558,Weekday,Not given,28,26
1478466,302760,Sushi of Gari,Middle Eastern,32.91550989177183,Weekend,Not given,21,25
1478467,96305,Blue Ribbon Fried Chicken,Indian,40.73864713212231,Weekend,Not given,29,16
1478468,301350,Chipotle Mexican Grill $1.99 Delivery,American,16.26932509876114,Weekday,3,20,21
1478469,237586,Blue Ribbon Sushi,Mediterranean,24.88818403553579,Weekday,5,27,26
1478470,213212,Five Guys Burgers and Fries,Indian,32.370977897255294,Weekend,Not given,27,21
1478471,60212,Shake Shack,Italian,25.18510471647598,Weekend,5,28,26
1478472,70059,The Meatball Shop,Japanese,16.407672649553987,Weekday,4,28,26
1478473,52832,Cafe Mogador,American,31.735052756687107,Weekend,5,27,28
1478474,317874,da Umberto,Italian,32.63066963556118,Weekend,5,26,30
1478475,260814,Westville Hudson,Japanese,21.84995251957176,Weekend,Not given,34,16
1478476,370807,Shake Shack,Mexican,35.596690862524746,Weekday,3,23,27
1478477,271289,Shake Shack,American,19.13297766856777,Weekend,4,20,27
1478478,65052,Osteria Morini,Japanese,36.40430258503485,Weekend,Not given,26,30
1478479,114360,J. G. Melon,Chinese,15.213262040618842,Weekend,4,34,33
1478480,151577,Cafe Mogador,Chinese,25.013875395073093,Weekend,4,33,24
1478481,96224,Parm,Indian,14.345770914934581,Weekday,Not given,31,24
1478482,297173,Blue Ribbon Sushi Bar & Grill,American,20.63802967885249,Weekend,5,20,21
1478483,45880,Yama Japanese Restaurant,American,18.29620836385734,Weekend,Not given,29,23
1478484,353649,Shake Shack,American,11.71883536381679,Weekend,3,26,25
1478485,123395,Blue Ribbon Sushi Izakaya,Italian,35.02660992042632,Weekend,5,30,28
1478486,39434,Dickson's Farmstand Meats,Chinese,29.638028185045734,Weekend,Not given,32,32
1478487,42774,Cafeteria,Japanese,29.99251722360993,Weekday,Not given,29,29
1478488,361690,Dos Caminos,American,12.528581871520789,Weekend,Not given,30,33
1478489,41817,Sushi of Gari,Japanese,33.79418338225691,Weekday,4,20,30
1478490,48631,Burger Joint,Japanese,21.627372043631826,Weekend,5,28,29
1478491,133702,Shake Shack,American,14.637650077367276,Weekend,4,21,17
1478492,259841,Parm,Italian,36.088693389493486,Weekend,Not given,30,20
1478493,59368,Chipotle Mexican Grill $1.99 Delivery,Italian,20.680847123288835,Weekend,Not given,28,25
1478494,51326,Shake Shack,Japanese,31.829940324399676,Weekday,Not given,23,30
1478495,55877,P.J. Clarke's,Japanese,21.05174377485507,Weekend,3,23,24
1478496,68801,Rubirosa,Italian,19.03467062823588,Weekend,3,27,20
1478497,225998,Room Service,American,29.0488825939933,Weekend,5,35,28
1478498,105385,Xi'an Famous Foods,Mexican,38.77398010594919,Weekend,3,27,28
1478499,67887,RedFarm Broadway,Japanese,21.70557361624605,Weekend,Not given,21,20
1478500,337465,Barbounia,Chinese,14.626193207580254,Weekend,3,23,23
1478501,103865,Shake Shack,Mediterranean,14.087171564715643,Weekend,Not given,30,24
1478502,47205,Han Dynasty,Chinese,27.14274778573492,Weekend,3,23,29
1478503,78357,Blue Ribbon Sushi Bar & Grill,Chinese,37.96555396733115,Weekend,4,33,26
1478504,62131,The Meatball Shop,Japanese,37.64593172713489,Weekend,4,27,23
1478505,91971,J. G. Melon,American,22.936398615096607,Weekday,Not given,34,28
1478506,265250,Osteria Morini,Italian,25.817341251951717,Weekend,5,22,26
1478507,47780,Room Service,American,33.37332465284973,Weekday,Not given,21,23
1478508,369285,Jack's Wife Freda,Italian,21.76016251704496,Weekend,5,25,28
1478509,68301,Mission Cantina,Chinese,15.119079150776706,Weekend,4,24,29
1478510,375598,Han Dynasty,French,17.748358802410664,Weekend,Not given,23,30
1478511,362244,Dickson's Farmstand Meats,Italian,16.796132707246485,Weekday,4,20,19
1478512,42461,Zero Otto Nove,Japanese,12.471512846526885,Weekend,5,35,18
1478513,87506,Blue Ribbon Sushi,Japanese,26.60393378397122,Weekend,5,30,28
1478514,48440,Osteria Morini,Japanese,19.569485020723498,Weekend,Not given,28,25
1478515,137565,Blue Ribbon Sushi,Japanese,16.75127225076141,Weekday,4,28,24
1478516,43606,CafÌ© China,Japanese,23.283363018576715,Weekday,Not given,23,21
1478517,99235,Shake Shack,American,22.147711146641754,Weekend,Not given,24,19
1478518,105849,Lucky Strike,Italian,15.206719103935793,Weekend,Not given,35,24
1478519,83757,Blue Ribbon Fried Chicken,Italian,18.813711773873642,Weekend,4,20,24
1478520,345985,The Meatball Shop,American,14.092496189613778,Weekend,5,28,30
1478521,74677,The Meatball Shop,Japanese,27.73127944123852,Weekend,3,34,25
1478522,151734,Blue Ribbon Fried Chicken,Italian,18.261181409266296,Weekday,Not given,28,26
1478523,355219,Han Dynasty,Italian,13.858038077158632,Weekend,4,23,22
1478524,99634,Blue Ribbon Sushi,Japanese,23.24584396753683,Weekend,5,21,24
1478525,41958,The Meatball Shop,American,28.39164278473352,Weekend,Not given,28,31
1478526,263969,P.J. Clarke's,American,19.242556629624993,Weekend,5,21,15
1478527,75615,Sushi of Gari 46,Japanese,25.31160980860136,Weekend,5,32,25
1478528,177220,Sushi of Gari 46,Italian,16.962980480680635,Weekday,5,24,17
1478529,213712,Shake Shack,American,15.535726161367766,Weekend,Not given,31,22
1478530,75484,RedFarm Hudson,Japanese,37.49528083465491,Weekend,Not given,34,30
1478531,64696,Shake Shack,Japanese,15.506186526924498,Weekend,5,28,24
1478532,54610,Sushi of Gari Tribeca,Japanese,24.635159658071117,Weekend,3,35,31
1478533,41818,Osteria Morini,American,19.41787163217403,Weekend,Not given,26,27
1478534,301022,Shake Shack,Italian,11.987198083462427,Weekday,4,22,18
1478535,88290,Lantern Thai Kitchen,Chinese,17.96583323153766,Weekend,5,32,27
1478536,97849,Westville Hudson,Chinese,39.02613026057185,Weekend,Not given,21,32
1478537,84012,Parm,American,15.438611215410365,Weekday,3,24,30
1478538,222922,Blue Ribbon Sushi Bar & Grill,Italian,35.55425323168464,Weekend,Not given,29,17
1478539,95634,Parm,Indian,30.364698638263828,Weekend,Not given,31,31
1478540,186443,Vezzo Thin Crust Pizza,American,14.81210063567743,Weekday,Not given,27,24
1478541,377078,RedFarm Hudson,Indian,13.749168867303482,Weekend,5,33,16
1478542,60539,Shake Shack,American,28.750068535359347,Weekend,Not given,34,22
1478543,345839,RedFarm Broadway,American,14.251160367143514,Weekend,5,30,24
1478544,310521,Bubby's ,Japanese,21.101145646244003,Weekend,Not given,20,23
1478545,260505,The Meatball Shop,American,39.87579365439285,Weekend,Not given,20,16
1478546,67791,The Meatball Shop,Mexican,16.410622148415307,Weekday,Not given,31,24
1478547,378760,Yama Japanese Restaurant,Chinese,22.236206156793454,Weekend,5,28,29
1478548,285817,Sushi of Gari,Mexican,35.525597751399246,Weekend,Not given,34,20
1478549,285305,Blue Ribbon Sushi Bar & Grill,Chinese,22.879264899341038,Weekend,4,33,30
1478550,89844,Blue Ribbon Fried Chicken,French,17.866494694676135,Weekend,4,30,18
1478551,67179,Dirty Bird to Go,American,14.438079131644887,Weekend,3,29,26
1478552,146754,Shake Shack,American,27.702963489298057,Weekend,Not given,34,20
1478553,83330,Xi'an Famous Foods,Italian,25.462240269791366,Weekend,4,28,25
1478554,41379,Blue Ribbon Sushi,Mediterranean,20.652174796387875,Weekday,4,20,33
1478555,318844,Shake Shack,American,17.189781627538217,Weekend,Not given,20,21
1478556,127592,Blue Ribbon Brooklyn,Japanese,41.05765208262909,Weekend,5,24,28
1478557,106492,Shake Shack,Chinese,10.247209349183402,Weekend,Not given,20,24
1478558,127665,Shake Shack,Japanese,18.32998263974214,Weekend,5,31,20
